seed,num_classes,combo_idx,class_list,subset_pct,num_samples,samples_per_class,epochs_trained,training_time,accuracy,balanced_accuracy,f1_macro,f1_weighted,precision_macro,recall_macro,auroc_macro,auprc_macro,mcc,cohens_kappa,log_loss
20194682,3,1,"[0, 6, 8]",90,16200,5400,17,11.84,0.9187,0.9187,0.9184,0.9184,0.9197,0.9187,0.9855,0.9725,0.8787,0.878,0.1978
20194682,3,1,"[0, 6, 8]",100,18000,6000,18,14.27,0.9167,0.9167,0.9162,0.9162,0.9167,0.9167,0.9859,0.9735,0.8755,0.875,0.211
20194682,3,2,"[1, 4, 7]",10,1800,600,39,3.16,0.996,0.996,0.996,0.996,0.996,0.996,1.0,0.9999,0.994,0.994,0.0182
20194682,3,2,"[1, 4, 7]",20,3600,1200,17,2.64,0.997,0.997,0.997,0.997,0.997,0.997,1.0,0.9999,0.9955,0.9955,0.0111
20194682,3,2,"[1, 4, 7]",30,5400,1800,15,3.5,0.995,0.995,0.995,0.995,0.995,0.995,0.9999,0.9999,0.9925,0.9925,0.0134
20194682,3,2,"[1, 4, 7]",40,7200,2400,14,4.45,0.9977,0.9977,0.9977,0.9977,0.9977,0.9977,1.0,0.9999,0.9965,0.9965,0.0085
20194682,3,2,"[1, 4, 7]",50,9000,3000,26,10.13,0.998,0.998,0.998,0.998,0.998,0.998,1.0,1.0,0.997,0.997,0.0057
20194682,3,2,"[1, 4, 7]",60,10800,3600,21,9.8,0.9977,0.9977,0.9977,0.9977,0.9977,0.9977,1.0,1.0,0.9965,0.9965,0.0112
20194682,3,2,"[1, 4, 7]",70,12600,4200,50,27.83,0.999,0.999,0.999,0.999,0.999,0.999,1.0,1.0,0.9985,0.9985,0.0051
20194682,3,2,"[1, 4, 7]",80,14400,4800,17,11.6,0.9957,0.9957,0.9957,0.9957,0.9957,0.9957,1.0,1.0,0.9935,0.9935,0.0114
20194682,3,2,"[1, 4, 7]",90,16200,5400,34,24.95,0.998,0.998,0.998,0.998,0.998,0.998,1.0,1.0,0.997,0.997,0.0038
20194682,3,2,"[1, 4, 7]",100,18000,6000,20,15.9,0.998,0.998,0.998,0.998,0.998,0.998,1.0,1.0,0.997,0.997,0.0055
20194682,3,3,"[1, 5, 9]",10,1800,600,17,1.38,0.989,0.989,0.989,0.989,0.989,0.989,0.9988,0.9971,0.9835,0.9835,0.0415
20194682,3,3,"[1, 5, 9]",20,3600,1200,13,2.08,0.992,0.992,0.992,0.992,0.992,0.992,0.9993,0.9984,0.988,0.988,0.0301
20194682,3,3,"[1, 5, 9]",30,5400,1800,12,2.81,0.992,0.992,0.992,0.992,0.992,0.992,0.9994,0.9987,0.988,0.988,0.0273
20194682,3,3,"[1, 5, 9]",40,7200,2400,17,5.27,0.9957,0.9957,0.9957,0.9957,0.9957,0.9957,0.9997,0.9995,0.9935,0.9935,0.0209
20194682,3,3,"[1, 5, 9]",50,9000,3000,36,13.9,0.9957,0.9957,0.9957,0.9957,0.9957,0.9957,0.9999,0.9998,0.9935,0.9935,0.0167
20194682,3,3,"[1, 5, 9]",60,10800,3600,29,16.0,0.9947,0.9947,0.9947,0.9947,0.9947,0.9947,0.9999,0.9998,0.992,0.992,0.0188
20194682,3,3,"[1, 5, 9]",70,12600,4200,18,11.72,0.995,0.995,0.995,0.995,0.995,0.995,0.9998,0.9998,0.9925,0.9925,0.0172
20194682,3,3,"[1, 5, 9]",80,14400,4800,22,15.25,0.9947,0.9947,0.9947,0.9947,0.9947,0.9947,0.9999,0.9998,0.992,0.992,0.0213
20194682,3,3,"[1, 5, 9]",90,16200,5400,24,18.28,0.995,0.995,0.995,0.995,0.995,0.995,0.9998,0.9997,0.9925,0.9925,0.0219
20194682,3,3,"[1, 5, 9]",100,18000,6000,14,11.74,0.9947,0.9947,0.9947,0.9947,0.9947,0.9947,0.9999,0.9998,0.992,0.992,0.0179
20194682,3,4,"[3, 7, 8]",10,1800,600,17,1.45,0.9927,0.9927,0.9927,0.9927,0.9927,0.9927,0.9994,0.999,0.989,0.989,0.03
20194682,3,4,"[3, 7, 8]",20,3600,1200,17,2.87,0.992,0.992,0.992,0.992,0.992,0.992,0.9993,0.9988,0.988,0.988,0.0331
20194682,3,4,"[3, 7, 8]",30,5400,1800,21,5.33,0.9947,0.9947,0.9947,0.9947,0.9947,0.9947,0.9996,0.9993,0.992,0.992,0.0298
20194682,3,4,"[3, 7, 8]",40,7200,2400,17,5.72,0.994,0.994,0.994,0.994,0.994,0.994,0.9992,0.999,0.991,0.991,0.0296
20194682,3,4,"[3, 7, 8]",50,9000,3000,29,11.88,0.9967,0.9967,0.9967,0.9967,0.9967,0.9967,0.9998,0.9997,0.995,0.995,0.0227
20194682,3,4,"[3, 7, 8]",60,10800,3600,19,9.26,0.996,0.996,0.996,0.996,0.996,0.996,0.9999,0.9998,0.994,0.994,0.0142
20194682,3,4,"[3, 7, 8]",70,12600,4200,21,12.27,0.9953,0.9953,0.9953,0.9953,0.9953,0.9953,1.0,0.9999,0.993,0.993,0.0133
20194682,3,4,"[3, 7, 8]",80,14400,4800,14,8.96,0.9953,0.9953,0.9953,0.9953,0.9953,0.9953,0.9998,0.9996,0.993,0.993,0.0146
20194682,3,4,"[3, 7, 8]",90,16200,5400,29,20.59,0.9947,0.9947,0.9947,0.9947,0.9947,0.9947,0.9999,0.9999,0.992,0.992,0.0168
20194682,3,4,"[3, 7, 8]",100,18000,6000,19,14.9,0.9953,0.9953,0.9953,0.9953,0.9954,0.9953,0.9999,0.9998,0.993,0.993,0.0199
20194682,4,0,"[0, 1, 2, 4]",10,2400,600,15,1.53,0.913,0.913,0.9131,0.9131,0.9147,0.913,0.9869,0.9644,0.8845,0.884,0.2443
20194682,4,0,"[0, 1, 2, 4]",20,4800,1200,14,2.92,0.9193,0.9193,0.9195,0.9195,0.9208,0.9193,0.9898,0.9719,0.8926,0.8923,0.2156
20194682,4,0,"[0, 1, 2, 4]",30,7200,1800,15,4.82,0.943,0.943,0.9431,0.9431,0.9432,0.943,0.993,0.9812,0.924,0.924,0.1667
20194682,4,0,"[0, 1, 2, 4]",40,9600,2400,16,6.72,0.9423,0.9423,0.9423,0.9423,0.9424,0.9423,0.9937,0.9832,0.923,0.923,0.1556
20194682,4,0,"[0, 1, 2, 4]",50,12000,3000,16,8.24,0.9415,0.9415,0.9414,0.9414,0.9413,0.9415,0.994,0.9837,0.922,0.922,0.1551
20194682,4,0,"[0, 1, 2, 4]",60,14400,3600,13,7.93,0.9363,0.9363,0.9363,0.9363,0.9367,0.9363,0.993,0.981,0.9151,0.915,0.1655
20194682,4,0,"[0, 1, 2, 4]",70,16800,4200,16,11.64,0.944,0.944,0.9442,0.9442,0.9446,0.944,0.9948,0.9859,0.9254,0.9253,0.1526
20194682,4,0,"[0, 1, 2, 4]",80,19200,4800,15,12.1,0.9495,0.9495,0.9495,0.9495,0.9499,0.9495,0.9952,0.987,0.9328,0.9327,0.1447
20194682,4,0,"[0, 1, 2, 4]",90,21600,5400,15,13.54,0.9473,0.9473,0.9473,0.9473,0.9473,0.9473,0.995,0.9867,0.9297,0.9297,0.1389
20194682,4,0,"[0, 1, 2, 4]",100,24000,6000,18,18.06,0.9503,0.9503,0.9502,0.9502,0.9504,0.9503,0.9953,0.9874,0.9337,0.9337,0.1487
20194682,4,1,"[1, 4, 5, 8]",10,2400,600,40,4.16,0.991,0.991,0.991,0.991,0.991,0.991,0.9997,0.9991,0.988,0.988,0.0456
20194682,4,1,"[1, 4, 5, 8]",20,4800,1200,11,2.3,0.9878,0.9878,0.9877,0.9877,0.9878,0.9878,0.9993,0.9981,0.9837,0.9837,0.0453
20194682,4,1,"[1, 4, 5, 8]",30,7200,1800,14,4.31,0.992,0.992,0.992,0.992,0.992,0.992,0.9998,0.9994,0.9893,0.9893,0.0312
20194682,4,1,"[1, 4, 5, 8]",40,9600,2400,25,9.99,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9999,0.9998,0.9927,0.9927,0.0241
20194682,4,1,"[1, 4, 5, 8]",50,12000,3000,23,11.6,0.995,0.995,0.995,0.995,0.995,0.995,0.9999,0.9998,0.9933,0.9933,0.0224
20194682,4,1,"[1, 4, 5, 8]",60,14400,3600,17,10.4,0.992,0.992,0.992,0.992,0.9921,0.992,0.9998,0.9995,0.9894,0.9893,0.0288
20194682,4,1,"[1, 4, 5, 8]",70,16800,4200,16,11.69,0.9938,0.9938,0.9937,0.9937,0.9938,0.9938,0.9999,0.9998,0.9917,0.9917,0.022
20194682,4,1,"[1, 4, 5, 8]",80,19200,4800,22,18.73,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,1.0,0.9999,0.9943,0.9943,0.015
20194682,4,1,"[1, 4, 5, 8]",90,21600,5400,33,31.38,0.996,0.996,0.996,0.996,0.996,0.996,0.9999,0.9999,0.9947,0.9947,0.0175
20194682,4,1,"[1, 4, 5, 8]",100,24000,6000,23,27.05,0.9958,0.9958,0.9957,0.9957,0.9958,0.9958,0.9999,0.9998,0.9943,0.9943,0.0197
20194682,4,2,"[1, 4, 5, 9]",10,2400,600,19,2.15,0.99,0.99,0.99,0.99,0.99,0.99,0.9994,0.9981,0.9867,0.9867,0.0499
20194682,4,2,"[1, 4, 5, 9]",20,4800,1200,24,5.9,0.992,0.992,0.992,0.992,0.992,0.992,0.9995,0.9987,0.9893,0.9893,0.0405
20194682,4,2,"[1, 4, 5, 9]",30,7200,1800,19,6.45,0.9948,0.9948,0.9948,0.9948,0.9948,0.9948,0.9999,0.9996,0.993,0.993,0.0245
20194682,4,2,"[1, 4, 5, 9]",40,9600,2400,27,12.12,0.9908,0.9907,0.9907,0.9907,0.9908,0.9907,0.9998,0.9995,0.9877,0.9877,0.0379
20194682,4,2,"[1, 4, 5, 9]",50,12000,3000,21,11.57,0.9942,0.9942,0.9943,0.9943,0.9943,0.9942,0.9998,0.9993,0.9923,0.9923,0.0265
20194682,4,2,"[1, 4, 5, 9]",60,14400,3600,31,20.55,0.9942,0.9942,0.9942,0.9942,0.9943,0.9942,0.9998,0.9994,0.9923,0.9923,0.0303
20194682,4,2,"[1, 4, 5, 9]",70,16800,4200,18,13.89,0.994,0.994,0.994,0.994,0.994,0.994,0.9999,0.9996,0.992,0.992,0.0239
20194682,4,2,"[1, 4, 5, 9]",80,19200,4800,14,12.13,0.9942,0.9942,0.9942,0.9942,0.9943,0.9942,0.9999,0.9996,0.9923,0.9923,0.0201
20194682,4,2,"[1, 4, 5, 9]",90,21600,5400,18,17.36,0.9938,0.9938,0.9938,0.9938,0.9938,0.9938,0.9999,0.9998,0.9917,0.9917,0.0242
20194682,4,2,"[1, 4, 5, 9]",100,24000,6000,25,25.98,0.9932,0.9932,0.9932,0.9932,0.9933,0.9932,0.9999,0.9996,0.991,0.991,0.0264
20194682,4,3,"[1, 5, 6, 9]",10,2400,600,29,3.05,0.9845,0.9845,0.9845,0.9845,0.9846,0.9845,0.9995,0.9984,0.9794,0.9793,0.0625
20194682,4,3,"[1, 5, 6, 9]",20,4800,1200,14,2.89,0.989,0.989,0.989,0.989,0.9891,0.989,0.9997,0.9991,0.9854,0.9853,0.0337
20194682,4,3,"[1, 5, 6, 9]",30,7200,1800,14,4.29,0.9905,0.9905,0.9905,0.9905,0.9905,0.9905,0.9998,0.9994,0.9873,0.9873,0.0295
20194682,4,3,"[1, 5, 6, 9]",40,9600,2400,12,4.99,0.9898,0.9897,0.9897,0.9897,0.9898,0.9897,0.9998,0.9993,0.9864,0.9863,0.0297
20194682,4,3,"[1, 5, 6, 9]",50,12000,3000,18,9.39,0.993,0.993,0.993,0.993,0.993,0.993,0.9999,0.9997,0.9907,0.9907,0.0295
20194682,4,3,"[1, 5, 6, 9]",60,14400,3600,14,8.49,0.9912,0.9913,0.9913,0.9913,0.9913,0.9913,0.9999,0.9996,0.9883,0.9883,0.0285
20194682,4,3,"[1, 5, 6, 9]",70,16800,4200,16,11.52,0.994,0.994,0.994,0.994,0.994,0.994,0.9998,0.9993,0.992,0.992,0.0253
20194682,4,3,"[1, 5, 6, 9]",80,19200,4800,13,10.58,0.9922,0.9922,0.9922,0.9922,0.9923,0.9922,0.9999,0.9996,0.9897,0.9897,0.0249
20194682,4,3,"[1, 5, 6, 9]",90,21600,5400,17,15.41,0.9942,0.9942,0.9942,0.9942,0.9943,0.9942,0.9999,0.9997,0.9923,0.9923,0.027
20194682,4,3,"[1, 5, 6, 9]",100,24000,6000,14,14.31,0.9945,0.9945,0.9945,0.9945,0.9945,0.9945,0.9999,0.9998,0.9927,0.9927,0.019
20194682,4,4,"[1, 5, 7, 9]",10,2400,600,23,2.4,0.9673,0.9672,0.9673,0.9673,0.9674,0.9672,0.9971,0.9925,0.9564,0.9563,0.1505
20194682,4,4,"[1, 5, 7, 9]",20,4800,1200,17,3.62,0.9722,0.9723,0.9723,0.9723,0.9723,0.9723,0.9983,0.9953,0.963,0.963,0.082
20194682,4,4,"[1, 5, 7, 9]",30,7200,1800,20,5.84,0.9738,0.9737,0.9738,0.9738,0.9745,0.9737,0.9986,0.9959,0.9652,0.965,0.0904
20194682,4,4,"[1, 5, 7, 9]",40,9600,2400,13,5.09,0.9718,0.9717,0.9718,0.9718,0.9718,0.9717,0.9982,0.995,0.9623,0.9623,0.0771
20194682,4,4,"[1, 5, 7, 9]",50,12000,3000,13,6.26,0.9742,0.9743,0.9743,0.9743,0.9751,0.9743,0.9986,0.996,0.9659,0.9657,0.0776
20194682,4,4,"[1, 5, 7, 9]",60,14400,3600,16,9.4,0.9798,0.9797,0.9798,0.9798,0.9799,0.9797,0.9989,0.9968,0.973,0.973,0.0661
20194682,4,4,"[1, 5, 7, 9]",70,16800,4200,18,12.59,0.977,0.977,0.977,0.977,0.977,0.977,0.999,0.9971,0.9694,0.9693,0.0641
20194682,4,4,"[1, 5, 7, 9]",80,19200,4800,15,12.18,0.9812,0.9812,0.9813,0.9813,0.9813,0.9812,0.999,0.9972,0.975,0.975,0.0543
20194682,4,4,"[1, 5, 7, 9]",90,21600,5400,14,12.58,0.9818,0.9818,0.9818,0.9818,0.9818,0.9818,0.999,0.997,0.9757,0.9757,0.0563
20194682,4,4,"[1, 5, 7, 9]",100,24000,6000,22,21.59,0.9818,0.9818,0.9818,0.9818,0.9818,0.9818,0.9991,0.9975,0.9757,0.9757,0.0558
20194682,5,0,"[0, 1, 2, 3, 8]",10,3000,600,17,2.15,0.9468,0.9468,0.9465,0.9465,0.9466,0.9468,0.9956,0.9858,0.9336,0.9335,0.1704
20194682,5,0,"[0, 1, 2, 3, 8]",20,6000,1200,20,4.95,0.961,0.961,0.961,0.961,0.961,0.961,0.997,0.99,0.9513,0.9513,0.159
20194682,5,0,"[0, 1, 2, 3, 8]",30,9000,1800,17,6.4,0.9598,0.9598,0.9599,0.9599,0.9601,0.9598,0.997,0.9902,0.9498,0.9497,0.1317
20194682,5,0,"[0, 1, 2, 3, 8]",40,12000,2400,14,7.01,0.9588,0.9588,0.9589,0.9589,0.9594,0.9588,0.9972,0.9906,0.9486,0.9485,0.1247
20194682,5,0,"[0, 1, 2, 3, 8]",50,15000,3000,16,10.03,0.9628,0.9628,0.9628,0.9628,0.9632,0.9628,0.9973,0.991,0.9536,0.9535,0.1218
20194682,5,0,"[0, 1, 2, 3, 8]",60,18000,3600,15,11.44,0.9656,0.9656,0.9656,0.9656,0.9657,0.9656,0.9977,0.9921,0.957,0.957,0.1086
20194682,5,0,"[0, 1, 2, 3, 8]",70,21000,4200,15,13.98,0.964,0.964,0.964,0.964,0.9642,0.964,0.9977,0.992,0.955,0.955,0.1131
20194682,5,0,"[0, 1, 2, 3, 8]",80,24000,4800,16,16.64,0.9664,0.9664,0.9664,0.9664,0.9665,0.9664,0.9979,0.9929,0.958,0.958,0.1057
20194682,5,0,"[0, 1, 2, 3, 8]",90,27000,5400,19,23.62,0.9688,0.9688,0.9688,0.9688,0.9688,0.9688,0.9978,0.9926,0.961,0.961,0.1113
20194682,5,0,"[0, 1, 2, 3, 8]",100,30000,6000,18,27.52,0.9694,0.9694,0.9694,0.9694,0.9695,0.9694,0.9977,0.9915,0.9618,0.9617,0.1047
20194682,5,1,"[0, 1, 2, 6, 8]",10,3000,600,15,2.26,0.8762,0.8762,0.8756,0.8756,0.8758,0.8762,0.9808,0.9371,0.8455,0.8453,0.323
20194682,5,1,"[0, 1, 2, 6, 8]",20,6000,1200,16,4.77,0.8972,0.8972,0.8981,0.8981,0.9003,0.8972,0.9862,0.9534,0.8718,0.8715,0.27
20194682,5,1,"[0, 1, 2, 6, 8]",30,9000,1800,17,7.54,0.8976,0.8976,0.8961,0.8961,0.8961,0.8976,0.9869,0.9554,0.8724,0.872,0.2652
20194682,5,1,"[0, 1, 2, 6, 8]",40,12000,2400,20,11.45,0.9084,0.9084,0.9078,0.9078,0.9092,0.9084,0.9881,0.9591,0.886,0.8855,0.2666
20194682,5,1,"[0, 1, 2, 6, 8]",50,15000,3000,15,10.68,0.9068,0.9068,0.9049,0.9049,0.9075,0.9068,0.9887,0.9614,0.8846,0.8835,0.246
20194682,5,1,"[0, 1, 2, 6, 8]",60,18000,3600,14,12.74,0.9058,0.9058,0.9041,0.9041,0.9065,0.9058,0.9887,0.9616,0.8832,0.8822,0.241
20194682,5,1,"[0, 1, 2, 6, 8]",70,21000,4200,18,17.85,0.9066,0.9066,0.9036,0.9036,0.9104,0.9066,0.9902,0.966,0.8856,0.8832,0.2594
20194682,5,1,"[0, 1, 2, 6, 8]",80,24000,4800,17,19.47,0.9124,0.9124,0.9132,0.9132,0.9155,0.9124,0.9902,0.9661,0.8909,0.8905,0.2311
20194682,5,1,"[0, 1, 2, 6, 8]",90,27000,5400,15,18.52,0.9208,0.9208,0.9207,0.9207,0.9208,0.9208,0.9905,0.9673,0.9011,0.901,0.2165
20194682,5,1,"[0, 1, 2, 6, 8]",100,30000,6000,17,23.94,0.9244,0.9244,0.9243,0.9243,0.9244,0.9244,0.9915,0.9713,0.9055,0.9055,0.2029
20194682,5,2,"[0, 1, 3, 5, 7]",10,3000,600,30,4.12,0.9648,0.9648,0.9649,0.9649,0.9651,0.9648,0.998,0.9929,0.9561,0.956,0.138
20194682,5,2,"[0, 1, 3, 5, 7]",20,6000,1200,15,4.12,0.967,0.967,0.9671,0.9671,0.9672,0.967,0.9982,0.9933,0.9588,0.9587,0.1116
20194682,5,2,"[0, 1, 3, 5, 7]",30,9000,1800,20,7.99,0.9734,0.9734,0.9734,0.9734,0.9734,0.9734,0.9988,0.9956,0.9668,0.9667,0.0929
20194682,5,2,"[0, 1, 3, 5, 7]",40,12000,2400,13,6.71,0.9724,0.9724,0.9724,0.9724,0.9726,0.9724,0.9986,0.9948,0.9656,0.9655,0.0852
20194682,5,2,"[0, 1, 3, 5, 7]",50,15000,3000,18,11.98,0.9796,0.9796,0.9796,0.9796,0.9796,0.9796,0.9989,0.9961,0.9745,0.9745,0.0802
20194682,5,2,"[0, 1, 3, 5, 7]",60,18000,3600,16,12.58,0.978,0.978,0.978,0.978,0.9782,0.978,0.999,0.9961,0.9725,0.9725,0.0754
20194682,5,2,"[0, 1, 3, 5, 7]",70,21000,4200,14,12.84,0.9772,0.9772,0.9773,0.9773,0.9775,0.9772,0.9991,0.9965,0.9715,0.9715,0.0701
20194682,5,2,"[0, 1, 3, 5, 7]",80,24000,4800,21,21.87,0.9842,0.9842,0.9842,0.9842,0.9843,0.9842,0.9992,0.9971,0.9803,0.9802,0.0648
20194682,5,2,"[0, 1, 3, 5, 7]",90,27000,5400,17,19.88,0.98,0.98,0.98,0.98,0.98,0.98,0.9992,0.9968,0.975,0.975,0.0666
20194682,5,2,"[0, 1, 3, 5, 7]",100,30000,6000,23,30.0,0.9824,0.9824,0.9824,0.9824,0.9825,0.9824,0.999,0.996,0.978,0.978,0.0756
20194682,5,3,"[1, 2, 3, 5, 7]",10,3000,600,25,3.33,0.9714,0.9714,0.9714,0.9714,0.9715,0.9714,0.9988,0.9956,0.9643,0.9643,0.1227
20194682,5,3,"[1, 2, 3, 5, 7]",20,6000,1200,13,3.48,0.9718,0.9718,0.9719,0.9719,0.9722,0.9718,0.9991,0.9965,0.9648,0.9647,0.0792
20194682,5,3,"[1, 2, 3, 5, 7]",30,9000,1800,17,6.7,0.9752,0.9752,0.9751,0.9751,0.9755,0.9752,0.9992,0.9969,0.9691,0.969,0.0778
20194682,5,3,"[1, 2, 3, 5, 7]",40,12000,2400,14,7.35,0.9814,0.9814,0.9814,0.9814,0.9814,0.9814,0.9994,0.9975,0.9768,0.9768,0.0579
20194682,5,3,"[1, 2, 3, 5, 7]",50,15000,3000,14,9.2,0.9766,0.9766,0.9766,0.9766,0.9767,0.9766,0.9994,0.9977,0.9708,0.9708,0.0615
20194682,5,3,"[1, 2, 3, 5, 7]",60,18000,3600,14,11.04,0.9808,0.9808,0.9808,0.9808,0.9809,0.9808,0.9994,0.9978,0.976,0.976,0.0568
20194682,5,3,"[1, 2, 3, 5, 7]",70,21000,4200,16,14.25,0.983,0.983,0.983,0.983,0.9831,0.983,0.9994,0.9977,0.9788,0.9788,0.0591
20194682,5,3,"[1, 2, 3, 5, 7]",80,24000,4800,20,20.68,0.986,0.986,0.986,0.986,0.986,0.986,0.9995,0.9982,0.9825,0.9825,0.0471
20194682,5,3,"[1, 2, 3, 5, 7]",90,27000,5400,15,17.53,0.983,0.983,0.983,0.983,0.9832,0.983,0.9995,0.9981,0.9788,0.9788,0.0564
20194682,5,3,"[1, 2, 3, 5, 7]",100,30000,6000,16,20.52,0.9854,0.9854,0.9854,0.9854,0.9854,0.9854,0.9996,0.9983,0.9818,0.9818,0.0507
20194682,5,4,"[1, 2, 3, 5, 9]",10,3000,600,18,2.41,0.9752,0.9752,0.9753,0.9753,0.9755,0.9752,0.999,0.9961,0.9691,0.969,0.0877
20194682,5,4,"[1, 2, 3, 5, 9]",20,6000,1200,13,3.37,0.9768,0.9768,0.9768,0.9768,0.9771,0.9768,0.9991,0.9966,0.971,0.971,0.0707
20194682,5,4,"[1, 2, 3, 5, 9]",30,9000,1800,13,4.95,0.975,0.975,0.975,0.975,0.9753,0.975,0.9992,0.9969,0.9688,0.9688,0.0711
20194682,5,4,"[1, 2, 3, 5, 9]",40,12000,2400,15,7.5,0.9806,0.9806,0.9806,0.9806,0.9808,0.9806,0.9994,0.9976,0.9758,0.9758,0.0587
20194682,5,4,"[1, 2, 3, 5, 9]",50,15000,3000,18,11.36,0.986,0.986,0.986,0.986,0.986,0.986,0.9995,0.998,0.9825,0.9825,0.0549
20194682,5,4,"[1, 2, 3, 5, 9]",60,18000,3600,20,15.26,0.985,0.985,0.985,0.985,0.985,0.985,0.9995,0.998,0.9813,0.9812,0.0539
20194682,5,4,"[1, 2, 3, 5, 9]",70,21000,4200,20,17.69,0.9834,0.9834,0.9834,0.9834,0.9835,0.9834,0.9994,0.9977,0.9793,0.9792,0.0641
20194682,5,4,"[1, 2, 3, 5, 9]",80,24000,4800,20,19.66,0.9836,0.9836,0.9836,0.9836,0.9837,0.9836,0.9994,0.9975,0.9795,0.9795,0.0607
20194682,5,4,"[1, 2, 3, 5, 9]",90,27000,5400,20,27.27,0.9844,0.9844,0.9844,0.9844,0.9845,0.9844,0.9996,0.9983,0.9805,0.9805,0.0533
20194682,5,4,"[1, 2, 3, 5, 9]",100,30000,6000,16,25.35,0.9868,0.9868,0.9868,0.9868,0.9869,0.9868,0.9996,0.9985,0.9835,0.9835,0.0496
20194682,6,0,"[0, 1, 2, 3, 6, 9]",10,3600,600,20,2.89,0.884,0.884,0.8845,0.8845,0.8852,0.884,0.9849,0.9416,0.8609,0.8608,0.3601
20194682,6,0,"[0, 1, 2, 3, 6, 9]",20,7200,1200,20,5.85,0.8927,0.8927,0.8927,0.8927,0.8936,0.8927,0.9872,0.9504,0.8714,0.8712,0.3257
20194682,6,0,"[0, 1, 2, 3, 6, 9]",30,10800,1800,14,6.21,0.8958,0.8958,0.8946,0.8946,0.8952,0.8958,0.9869,0.9486,0.8754,0.875,0.2923
20194682,6,0,"[0, 1, 2, 3, 6, 9]",40,14400,2400,19,11.26,0.9057,0.9057,0.9057,0.9057,0.9061,0.9057,0.9891,0.957,0.8869,0.8868,0.2934
20194682,6,0,"[0, 1, 2, 3, 6, 9]",50,18000,3000,15,12.25,0.9085,0.9085,0.9092,0.9092,0.9105,0.9085,0.9902,0.9607,0.8903,0.8902,0.2494
20194682,6,0,"[0, 1, 2, 3, 6, 9]",60,21600,3600,18,17.5,0.9128,0.9128,0.9132,0.9132,0.9136,0.9128,0.9907,0.9629,0.8954,0.8954,0.2445
20194682,6,0,"[0, 1, 2, 3, 6, 9]",70,25200,4200,17,18.43,0.9132,0.9132,0.9128,0.9128,0.913,0.9132,0.9911,0.9635,0.8959,0.8958,0.2403
20194682,6,0,"[0, 1, 2, 3, 6, 9]",80,28800,4800,14,17.25,0.916,0.916,0.916,0.916,0.9162,0.916,0.9913,0.9647,0.8992,0.8992,0.226
20194682,6,0,"[0, 1, 2, 3, 6, 9]",90,32400,5400,16,21.61,0.9183,0.9183,0.9175,0.9175,0.9189,0.9183,0.9917,0.9661,0.9025,0.902,0.2318
20194682,6,0,"[0, 1, 2, 3, 6, 9]",100,36000,6000,17,25.94,0.9195,0.9195,0.9203,0.9203,0.922,0.9195,0.9919,0.9673,0.9036,0.9034,0.2302
20194682,6,1,"[0, 1, 3, 4, 6, 8]",10,3600,600,19,3.0,0.8522,0.8522,0.8548,0.8548,0.868,0.8522,0.9814,0.9272,0.8251,0.8226,0.422
20194682,6,1,"[0, 1, 3, 4, 6, 8]",20,7200,1200,18,6.32,0.8828,0.8828,0.8836,0.8836,0.8862,0.8828,0.9854,0.9431,0.8598,0.8594,0.348
20194682,6,1,"[0, 1, 3, 4, 6, 8]",30,10800,1800,19,10.59,0.8963,0.8963,0.895,0.895,0.8949,0.8963,0.9876,0.95,0.8758,0.8756,0.3217
20194682,6,1,"[0, 1, 3, 4, 6, 8]",40,14400,2400,18,13.22,0.8898,0.8898,0.8878,0.8878,0.8909,0.8898,0.9881,0.953,0.8689,0.8678,0.3127
20194682,6,1,"[0, 1, 3, 4, 6, 8]",50,18000,3000,18,16.62,0.8938,0.8938,0.8931,0.8931,0.8944,0.8938,0.9896,0.9574,0.873,0.8726,0.2885
20194682,6,1,"[0, 1, 3, 4, 6, 8]",60,21600,3600,18,18.24,0.9052,0.9052,0.9054,0.9054,0.9065,0.9052,0.9908,0.9616,0.8864,0.8862,0.2579
20194682,6,1,"[0, 1, 3, 4, 6, 8]",70,25200,4200,17,20.06,0.9057,0.9057,0.905,0.905,0.9054,0.9057,0.9906,0.9609,0.887,0.8868,0.2613
20194682,6,1,"[0, 1, 3, 4, 6, 8]",80,28800,4800,15,20.08,0.9047,0.9047,0.9043,0.9043,0.9052,0.9047,0.9907,0.9617,0.8858,0.8856,0.2548
20194682,6,1,"[0, 1, 3, 4, 6, 8]",90,32400,5400,14,20.98,0.902,0.902,0.9003,0.9003,0.9012,0.902,0.9906,0.9611,0.8829,0.8824,0.2585
20194682,6,1,"[0, 1, 3, 4, 6, 8]",100,36000,6000,18,29.66,0.914,0.914,0.914,0.914,0.9143,0.914,0.9918,0.9659,0.8969,0.8968,0.2356
20194682,6,2,"[0, 2, 4, 5, 7, 8]",10,3600,600,20,3.24,0.9347,0.9347,0.9349,0.9349,0.9355,0.9347,0.9946,0.9768,0.9217,0.9216,0.2062
20194682,6,2,"[0, 2, 4, 5, 7, 8]",20,7200,1200,13,4.08,0.9328,0.9328,0.9327,0.9327,0.9347,0.9328,0.9952,0.9779,0.9198,0.9194,0.1811
20194682,6,2,"[0, 2, 4, 5, 7, 8]",30,10800,1800,18,8.62,0.9485,0.9485,0.9486,0.9486,0.9496,0.9485,0.9968,0.9854,0.9384,0.9382,0.1479
