seed,num_classes,combo_idx,class_list,subset_pct,num_samples,samples_per_class,epochs_trained,training_time,accuracy,balanced_accuracy,f1_macro,f1_weighted,precision_macro,recall_macro,auroc_macro,auprc_macro,mcc,cohens_kappa,log_loss
31380194,4,4,"[1, 5, 7, 9]",20,4800,1200,21,4.3,0.97,0.97,0.9701,0.9701,0.9704,0.97,0.9977,0.9939,0.9601,0.96,0.1084
31380194,4,4,"[1, 5, 7, 9]",30,7200,1800,18,5.44,0.975,0.975,0.975,0.975,0.9752,0.975,0.9984,0.9953,0.9667,0.9667,0.085
31380194,4,4,"[1, 5, 7, 9]",40,9600,2400,16,6.27,0.975,0.975,0.9751,0.9751,0.9755,0.975,0.9988,0.9966,0.9668,0.9667,0.0745
31380194,4,4,"[1, 5, 7, 9]",50,12000,3000,17,8.4,0.9738,0.9738,0.9738,0.9738,0.9745,0.9738,0.9983,0.9952,0.9652,0.965,0.0888
31380194,4,4,"[1, 5, 7, 9]",60,14400,3600,18,10.8,0.9825,0.9825,0.9825,0.9825,0.9825,0.9825,0.9991,0.9974,0.9767,0.9767,0.058
31380194,4,4,"[1, 5, 7, 9]",70,16800,4200,16,11.42,0.9782,0.9783,0.9783,0.9783,0.9789,0.9783,0.9991,0.9973,0.9712,0.971,0.0667
31380194,4,4,"[1, 5, 7, 9]",80,19200,4800,14,11.34,0.9812,0.9813,0.9813,0.9812,0.9813,0.9813,0.999,0.997,0.975,0.975,0.0583
31380194,4,4,"[1, 5, 7, 9]",90,21600,5400,19,18.32,0.983,0.983,0.983,0.983,0.9831,0.983,0.9993,0.9979,0.9773,0.9773,0.0551
31380194,4,4,"[1, 5, 7, 9]",100,24000,6000,28,31.6,0.9815,0.9815,0.9815,0.9815,0.9818,0.9815,0.9991,0.9976,0.9754,0.9753,0.0691
31380194,5,0,"[0, 1, 2, 3, 8]",10,3000,600,27,3.64,0.949,0.949,0.9491,0.9491,0.9496,0.949,0.995,0.9844,0.9364,0.9363,0.2471
31380194,5,0,"[0, 1, 2, 3, 8]",20,6000,1200,20,5.44,0.9574,0.9574,0.9574,0.9574,0.9574,0.9574,0.9965,0.9882,0.9468,0.9467,0.1644
31380194,5,0,"[0, 1, 2, 3, 8]",30,9000,1800,13,5.21,0.9558,0.9558,0.9559,0.9559,0.9562,0.9558,0.9967,0.9891,0.9448,0.9447,0.1386
31380194,5,0,"[0, 1, 2, 3, 8]",40,12000,2400,18,10.43,0.9628,0.9628,0.9628,0.9628,0.9631,0.9628,0.9974,0.9909,0.9536,0.9535,0.1236
31380194,5,0,"[0, 1, 2, 3, 8]",50,15000,3000,21,15.64,0.9624,0.9624,0.9624,0.9624,0.9628,0.9624,0.9974,0.9914,0.9531,0.953,0.1369
31380194,5,0,"[0, 1, 2, 3, 8]",60,18000,3600,15,13.27,0.967,0.967,0.967,0.967,0.9671,0.967,0.9977,0.9919,0.9588,0.9587,0.1081
31380194,5,0,"[0, 1, 2, 3, 8]",70,21000,4200,15,15.16,0.9664,0.9664,0.9664,0.9664,0.9666,0.9664,0.9978,0.9921,0.958,0.958,0.1092
31380194,5,0,"[0, 1, 2, 3, 8]",80,24000,4800,17,19.39,0.9694,0.9694,0.9694,0.9694,0.9695,0.9694,0.9978,0.9926,0.9618,0.9617,0.1075
31380194,5,0,"[0, 1, 2, 3, 8]",90,27000,5400,18,22.77,0.9684,0.9684,0.9685,0.9685,0.9686,0.9684,0.9978,0.9924,0.9605,0.9605,0.1087
31380194,5,0,"[0, 1, 2, 3, 8]",100,30000,6000,19,26.64,0.9704,0.9704,0.9705,0.9705,0.9707,0.9704,0.9982,0.9938,0.963,0.963,0.1101
31380194,5,1,"[0, 1, 2, 6, 8]",10,3000,600,16,2.52,0.8832,0.8832,0.8826,0.8826,0.8825,0.8832,0.9823,0.9414,0.8541,0.854,0.3076
31380194,5,1,"[0, 1, 2, 6, 8]",20,6000,1200,18,4.98,0.8912,0.8912,0.8891,0.8891,0.8901,0.8912,0.9853,0.9506,0.8648,0.864,0.3118
31380194,5,1,"[0, 1, 2, 6, 8]",30,9000,1800,18,7.27,0.906,0.906,0.9054,0.9054,0.9054,0.906,0.9878,0.9588,0.8827,0.8825,0.2622
31380194,5,1,"[0, 1, 2, 6, 8]",40,12000,2400,19,10.27,0.9058,0.9058,0.9054,0.9054,0.9055,0.9058,0.9885,0.9605,0.8824,0.8822,0.2523
31380194,5,1,"[0, 1, 2, 6, 8]",50,15000,3000,16,10.65,0.913,0.913,0.9126,0.9126,0.914,0.913,0.99,0.9657,0.8918,0.8912,0.2227
31380194,5,1,"[0, 1, 2, 6, 8]",60,18000,3600,16,12.77,0.909,0.909,0.9097,0.9097,0.9114,0.909,0.989,0.9619,0.8865,0.8862,0.2373
31380194,5,1,"[0, 1, 2, 6, 8]",70,21000,4200,17,15.66,0.9144,0.9144,0.9146,0.9146,0.9153,0.9144,0.9906,0.9681,0.8931,0.893,0.2349
31380194,5,1,"[0, 1, 2, 6, 8]",80,24000,4800,16,16.71,0.9104,0.9104,0.9096,0.9096,0.9101,0.9104,0.9897,0.9643,0.8883,0.888,0.2275
31380194,5,1,"[0, 1, 2, 6, 8]",90,27000,5400,13,15.11,0.915,0.915,0.9148,0.9148,0.9151,0.915,0.9895,0.9638,0.8939,0.8938,0.2248
31380194,5,1,"[0, 1, 2, 6, 8]",100,30000,6000,14,18.35,0.918,0.918,0.9166,0.9166,0.9192,0.918,0.9912,0.9698,0.8985,0.8975,0.2124
31380194,5,2,"[0, 1, 3, 5, 7]",10,3000,600,22,2.93,0.964,0.964,0.964,0.964,0.9642,0.964,0.9978,0.992,0.955,0.955,0.1425
31380194,5,2,"[0, 1, 3, 5, 7]",20,6000,1200,23,6.11,0.9708,0.9708,0.9709,0.9709,0.971,0.9708,0.9985,0.9945,0.9635,0.9635,0.1057
31380194,5,2,"[0, 1, 3, 5, 7]",30,9000,1800,16,6.29,0.9716,0.9716,0.9717,0.9717,0.9719,0.9716,0.9988,0.9954,0.9645,0.9645,0.0851
31380194,5,2,"[0, 1, 3, 5, 7]",40,12000,2400,17,9.08,0.976,0.976,0.976,0.976,0.976,0.976,0.9989,0.9956,0.97,0.97,0.0774
31380194,5,2,"[0, 1, 3, 5, 7]",50,15000,3000,17,11.76,0.979,0.979,0.979,0.979,0.9791,0.979,0.9991,0.9966,0.9738,0.9738,0.0701
31380194,5,2,"[0, 1, 3, 5, 7]",60,18000,3600,19,14.86,0.98,0.98,0.98,0.98,0.9801,0.98,0.9992,0.9969,0.975,0.975,0.0742
31380194,5,2,"[0, 1, 3, 5, 7]",70,21000,4200,30,27.01,0.9804,0.9804,0.9804,0.9804,0.9805,0.9804,0.999,0.9964,0.9755,0.9755,0.0812
31380194,5,2,"[0, 1, 3, 5, 7]",80,24000,4800,19,19.4,0.9804,0.9804,0.9804,0.9804,0.9805,0.9804,0.9993,0.9973,0.9755,0.9755,0.0655
31380194,5,2,"[0, 1, 3, 5, 7]",90,27000,5400,18,21.01,0.9814,0.9814,0.9814,0.9814,0.9814,0.9814,0.9992,0.9972,0.9768,0.9768,0.0597
31380194,5,2,"[0, 1, 3, 5, 7]",100,30000,6000,14,18.15,0.9796,0.9796,0.9796,0.9796,0.9797,0.9796,0.9992,0.9969,0.9745,0.9745,0.0627
31380194,5,3,"[1, 2, 3, 5, 7]",10,3000,600,21,2.88,0.9774,0.9774,0.9774,0.9774,0.9776,0.9774,0.9989,0.996,0.9718,0.9718,0.0833
31380194,5,3,"[1, 2, 3, 5, 7]",20,6000,1200,14,3.88,0.9684,0.9684,0.9684,0.9684,0.969,0.9684,0.9991,0.9966,0.9607,0.9605,0.0907
31380194,5,3,"[1, 2, 3, 5, 7]",30,9000,1800,25,9.77,0.9816,0.9816,0.9816,0.9816,0.9817,0.9816,0.9993,0.9974,0.977,0.977,0.0843
31380194,5,3,"[1, 2, 3, 5, 7]",40,12000,2400,14,7.36,0.978,0.978,0.978,0.978,0.9782,0.978,0.9993,0.9975,0.9726,0.9725,0.0652
31380194,5,3,"[1, 2, 3, 5, 7]",50,15000,3000,25,16.29,0.9824,0.9824,0.9824,0.9824,0.9824,0.9824,0.9992,0.9967,0.978,0.978,0.0774
31380194,5,3,"[1, 2, 3, 5, 7]",60,18000,3600,26,20.32,0.9858,0.9858,0.9858,0.9858,0.9859,0.9858,0.9994,0.9975,0.9823,0.9822,0.062
31380194,5,3,"[1, 2, 3, 5, 7]",70,21000,4200,17,15.38,0.9866,0.9866,0.9866,0.9866,0.9867,0.9866,0.9996,0.9983,0.9833,0.9832,0.0527
31380194,5,3,"[1, 2, 3, 5, 7]",80,24000,4800,16,16.23,0.9862,0.9862,0.9862,0.9862,0.9863,0.9862,0.9995,0.9981,0.9828,0.9828,0.0493
31380194,5,3,"[1, 2, 3, 5, 7]",90,27000,5400,15,17.46,0.987,0.987,0.987,0.987,0.987,0.987,0.9996,0.9983,0.9838,0.9838,0.0461
31380194,5,3,"[1, 2, 3, 5, 7]",100,30000,6000,15,19.48,0.9858,0.9858,0.9858,0.9858,0.9861,0.9858,0.9996,0.9984,0.9823,0.9822,0.0511
31380194,5,4,"[1, 2, 3, 5, 9]",10,3000,600,14,1.86,0.9742,0.9742,0.9743,0.9743,0.975,0.9742,0.9987,0.9952,0.9679,0.9677,0.085
31380194,5,4,"[1, 2, 3, 5, 9]",20,6000,1200,18,4.73,0.9784,0.9784,0.9784,0.9784,0.9786,0.9784,0.9992,0.9969,0.9731,0.973,0.0762
31380194,5,4,"[1, 2, 3, 5, 9]",30,9000,1800,17,6.56,0.9848,0.9848,0.9848,0.9848,0.9848,0.9848,0.9993,0.9977,0.981,0.981,0.0541
31380194,5,4,"[1, 2, 3, 5, 9]",40,12000,2400,16,8.3,0.9832,0.9832,0.9832,0.9832,0.9833,0.9832,0.9994,0.9978,0.979,0.979,0.0535
31380194,5,4,"[1, 2, 3, 5, 9]",50,15000,3000,18,11.83,0.9864,0.9864,0.9864,0.9864,0.9865,0.9864,0.9996,0.9983,0.983,0.983,0.0434
31380194,5,4,"[1, 2, 3, 5, 9]",60,18000,3600,17,13.13,0.9874,0.9874,0.9874,0.9874,0.9875,0.9874,0.9996,0.9983,0.9843,0.9842,0.0475
31380194,5,4,"[1, 2, 3, 5, 9]",70,21000,4200,17,15.33,0.9862,0.9862,0.9862,0.9862,0.9863,0.9862,0.9996,0.9983,0.9828,0.9828,0.0528
31380194,5,4,"[1, 2, 3, 5, 9]",80,24000,4800,19,19.94,0.9868,0.9868,0.9868,0.9868,0.9868,0.9868,0.9996,0.9984,0.9835,0.9835,0.0435
31380194,5,4,"[1, 2, 3, 5, 9]",90,27000,5400,14,16.47,0.9882,0.9882,0.9882,0.9882,0.9882,0.9882,0.9996,0.9984,0.9853,0.9852,0.0414
31380194,5,4,"[1, 2, 3, 5, 9]",100,30000,6000,18,23.23,0.9884,0.9884,0.9884,0.9884,0.9884,0.9884,0.9997,0.9987,0.9855,0.9855,0.0391
31380194,6,0,"[0, 1, 2, 3, 6, 9]",10,3600,600,14,2.17,0.8737,0.8737,0.8737,0.8737,0.8744,0.8737,0.9824,0.9304,0.8485,0.8484,0.3326
31380194,6,0,"[0, 1, 2, 3, 6, 9]",20,7200,1200,17,5.33,0.8823,0.8823,0.8841,0.8841,0.8904,0.8823,0.9861,0.9465,0.8597,0.8588,0.317
31380194,6,0,"[0, 1, 2, 3, 6, 9]",30,10800,1800,15,7.04,0.9013,0.9013,0.9008,0.9008,0.9026,0.9013,0.9889,0.9559,0.8821,0.8816,0.2674
31380194,6,0,"[0, 1, 2, 3, 6, 9]",40,14400,2400,16,10.13,0.9052,0.9052,0.9043,0.9043,0.9048,0.9052,0.9901,0.9598,0.8865,0.8862,0.2555
31380194,6,0,"[0, 1, 2, 3, 6, 9]",50,18000,3000,16,12.52,0.9098,0.9098,0.9085,0.9085,0.911,0.9098,0.9907,0.9623,0.8926,0.8918,0.2592
31380194,6,0,"[0, 1, 2, 3, 6, 9]",60,21600,3600,17,16.07,0.913,0.913,0.9138,0.9138,0.9152,0.913,0.9915,0.9657,0.8957,0.8956,0.2347
31380194,6,0,"[0, 1, 2, 3, 6, 9]",70,25200,4200,17,18.64,0.9158,0.9158,0.9157,0.9157,0.9158,0.9158,0.991,0.9642,0.8991,0.899,0.2388
31380194,6,0,"[0, 1, 2, 3, 6, 9]",80,28800,4800,15,19.0,0.9168,0.9168,0.916,0.916,0.9168,0.9168,0.9917,0.9663,0.9005,0.9002,0.2246
31380194,6,0,"[0, 1, 2, 3, 6, 9]",90,32400,5400,16,21.96,0.9165,0.9165,0.9156,0.9156,0.9169,0.9165,0.9918,0.967,0.9003,0.8998,0.2349
31380194,6,0,"[0, 1, 2, 3, 6, 9]",100,36000,6000,20,30.46,0.9185,0.9185,0.9182,0.9182,0.9188,0.9185,0.9919,0.9676,0.9024,0.9022,0.247
31380194,6,1,"[0, 1, 3, 4, 6, 8]",10,3600,600,16,2.53,0.8603,0.8603,0.8615,0.8615,0.8673,0.8603,0.9804,0.9234,0.8333,0.8324,0.3844
31380194,6,1,"[0, 1, 3, 4, 6, 8]",20,7200,1200,15,4.79,0.8768,0.8768,0.8761,0.8761,0.8787,0.8768,0.9846,0.9389,0.8529,0.8522,0.3359
31380194,6,1,"[0, 1, 3, 4, 6, 8]",30,10800,1800,15,7.02,0.875,0.875,0.8754,0.8754,0.879,0.875,0.9863,0.9456,0.8506,0.85,0.328
31380194,6,1,"[0, 1, 3, 4, 6, 8]",40,14400,2400,17,10.57,0.8957,0.8957,0.8975,0.8975,0.9007,0.8957,0.9891,0.9551,0.8751,0.8748,0.2903
31380194,6,1,"[0, 1, 3, 4, 6, 8]",50,18000,3000,18,13.87,0.9037,0.9037,0.904,0.904,0.9046,0.9037,0.9897,0.9581,0.8845,0.8844,0.2707
31380194,6,1,"[0, 1, 3, 4, 6, 8]",60,21600,3600,14,12.95,0.9007,0.9007,0.8989,0.8989,0.9006,0.9007,0.9896,0.9576,0.8815,0.8808,0.2666
31380194,6,1,"[0, 1, 3, 4, 6, 8]",70,25200,4200,16,17.06,0.9055,0.9055,0.9052,0.9052,0.9055,0.9055,0.9907,0.9625,0.8867,0.8866,0.2511
31380194,6,1,"[0, 1, 3, 4, 6, 8]",80,28800,4800,19,23.13,0.911,0.911,0.9104,0.9104,0.9114,0.911,0.9912,0.9639,0.8935,0.8932,0.2539
31380194,6,1,"[0, 1, 3, 4, 6, 8]",90,32400,5400,16,21.85,0.9127,0.9127,0.9119,0.9119,0.912,0.9127,0.9916,0.9647,0.8954,0.8952,0.2361
31380194,6,1,"[0, 1, 3, 4, 6, 8]",100,36000,6000,18,28.45,0.9107,0.9107,0.9105,0.9105,0.9111,0.9107,0.9913,0.964,0.893,0.8928,0.2557
31380194,6,2,"[0, 2, 4, 5, 7, 8]",10,3600,600,17,2.71,0.9285,0.9285,0.9287,0.9287,0.9321,0.9285,0.9944,0.9747,0.9149,0.9142,0.2189
31380194,6,2,"[0, 2, 4, 5, 7, 8]",20,7200,1200,15,4.76,0.9427,0.9427,0.943,0.943,0.9454,0.9427,0.9959,0.9821,0.9316,0.9312,0.1701
31380194,6,2,"[0, 2, 4, 5, 7, 8]",30,10800,1800,19,8.84,0.9548,0.9548,0.9549,0.9549,0.955,0.9548,0.9967,0.9857,0.9458,0.9458,0.1462
31380194,6,2,"[0, 2, 4, 5, 7, 8]",40,14400,2400,21,12.97,0.9562,0.9562,0.9562,0.9562,0.9566,0.9562,0.9973,0.9881,0.9475,0.9474,0.1459
31380194,6,2,"[0, 2, 4, 5, 7, 8]",50,18000,3000,18,14.04,0.9567,0.9567,0.9569,0.9569,0.9576,0.9567,0.9975,0.9887,0.9481,0.948,0.13
31380194,6,2,"[0, 2, 4, 5, 7, 8]",60,21600,3600,14,12.73,0.958,0.958,0.958,0.958,0.9581,0.958,0.9974,0.988,0.9496,0.9496,0.1201
31380194,6,2,"[0, 2, 4, 5, 7, 8]",70,25200,4200,16,17.05,0.9622,0.9622,0.962,0.962,0.9626,0.9622,0.998,0.9906,0.9548,0.9546,0.1095
31380194,6,2,"[0, 2, 4, 5, 7, 8]",80,28800,4800,15,18.43,0.964,0.964,0.964,0.964,0.9641,0.964,0.998,0.991,0.9568,0.9568,0.1093
31380194,6,2,"[0, 2, 4, 5, 7, 8]",90,32400,5400,18,25.13,0.9618,0.9618,0.9618,0.9618,0.9619,0.9618,0.998,0.9908,0.9542,0.9542,0.1099
31380194,6,2,"[0, 2, 4, 5, 7, 8]",100,36000,6000,17,26.27,0.9645,0.9645,0.9645,0.9645,0.9646,0.9645,0.9981,0.9917,0.9574,0.9574,0.1137
31380194,6,3,"[1, 2, 3, 4, 6, 7]",10,3600,600,16,2.49,0.8772,0.8772,0.8766,0.8766,0.8765,0.8772,0.9821,0.9268,0.8527,0.8526,0.3603
31380194,6,3,"[1, 2, 3, 4, 6, 7]",20,7200,1200,13,4.03,0.869,0.869,0.8702,0.8702,0.8776,0.869,0.9841,0.9365,0.8442,0.8428,0.3511
31380194,6,3,"[1, 2, 3, 4, 6, 7]",30,10800,1800,17,7.76,0.9015,0.9015,0.9018,0.9018,0.9028,0.9015,0.9892,0.9561,0.8819,0.8818,0.2829
31380194,6,3,"[1, 2, 3, 4, 6, 7]",40,14400,2400,15,9.31,0.9038,0.9038,0.9034,0.9034,0.9044,0.9038,0.9896,0.9573,0.8849,0.8846,0.2688
31380194,6,3,"[1, 2, 3, 4, 6, 7]",50,18000,3000,14,10.96,0.897,0.897,0.897,0.897,0.8987,0.897,0.9894,0.957,0.8767,0.8764,0.2693
31380194,6,3,"[1, 2, 3, 4, 6, 7]",60,21600,3600,15,13.89,0.909,0.909,0.9094,0.9094,0.9109,0.909,0.9909,0.9626,0.891,0.8908,0.2469
31380194,6,3,"[1, 2, 3, 4, 6, 7]",70,25200,4200,15,16.35,0.9135,0.9135,0.9137,0.9137,0.9143,0.9135,0.9915,0.965,0.8963,0.8962,0.2405
31380194,6,3,"[1, 2, 3, 4, 6, 7]",80,28800,4800,19,23.27,0.9112,0.9112,0.9112,0.9112,0.9131,0.9112,0.9912,0.9633,0.8938,0.8934,0.2787
31380194,6,3,"[1, 2, 3, 4, 6, 7]",90,32400,5400,17,23.99,0.9243,0.9243,0.9244,0.9244,0.9247,0.9243,0.9922,0.9679,0.9093,0.9092,0.2291
31380194,6,3,"[1, 2, 3, 4, 6, 7]",100,36000,6000,18,27.87,0.9187,0.9187,0.9188,0.9188,0.9197,0.9187,0.9927,0.9692,0.9026,0.9024,0.233
31380194,6,4,"[2, 3, 5, 6, 8, 9]",10,3600,600,17,2.63,0.9222,0.9222,0.9216,0.9216,0.9238,0.9222,0.9933,0.9713,0.9072,0.9066,0.2119
31380194,6,4,"[2, 3, 5, 6, 8, 9]",20,7200,1200,14,4.42,0.9297,0.9297,0.9299,0.9299,0.9311,0.9297,0.9931,0.9721,0.9158,0.9156,0.2017
31380194,6,4,"[2, 3, 5, 6, 8, 9]",30,10800,1800,13,6.06,0.9333,0.9333,0.9331,0.9331,0.933,0.9333,0.994,0.975,0.92,0.92,0.1862
31380194,6,4,"[2, 3, 5, 6, 8, 9]",40,14400,2400,14,8.96,0.9377,0.9377,0.9368,0.9368,0.9385,0.9377,0.9949,0.978,0.9257,0.9252,0.1763
31380194,6,4,"[2, 3, 5, 6, 8, 9]",50,18000,3000,18,14.44,0.9527,0.9527,0.9526,0.9526,0.9527,0.9527,0.9963,0.9836,0.9432,0.9432,0.1538
31380194,6,4,"[2, 3, 5, 6, 8, 9]",60,21600,3600,16,15.22,0.9482,0.9482,0.9483,0.9483,0.9491,0.9482,0.9964,0.9846,0.9379,0.9378,0.1438
31380194,6,4,"[2, 3, 5, 6, 8, 9]",70,25200,4200,16,17.64,0.9557,0.9557,0.9557,0.9557,0.9557,0.9557,0.9969,0.9861,0.9468,0.9468,0.133
31380194,6,4,"[2, 3, 5, 6, 8, 9]",80,28800,4800,19,23.41,0.9547,0.9547,0.9547,0.9547,0.9549,0.9547,0.9969,0.9869,0.9456,0.9456,0.1402
31380194,6,4,"[2, 3, 5, 6, 8, 9]",90,32400,5400,17,23.99,0.9552,0.9552,0.9549,0.9549,0.9551,0.9552,0.9967,0.9857,0.9463,0.9462,0.1389
31380194,6,4,"[2, 3, 5, 6, 8, 9]",100,36000,6000,14,21.72,0.9525,0.9525,0.9523,0.9523,0.9522,0.9525,0.9969,0.986,0.943,0.943,0.1317
31380194,7,0,"[0, 1, 2, 3, 4, 6, 8]",10,4200,600,19,3.52,0.847,0.847,0.847,0.847,0.8475,0.847,0.9789,0.9076,0.8216,0.8215,0.4644
31380194,7,0,"[0, 1, 2, 3, 4, 6, 8]",20,8400,1200,16,5.91,0.8591,0.8591,0.8592,0.8592,0.8594,0.8591,0.9826,0.9238,0.8357,0.8357,0.3972
31380194,7,0,"[0, 1, 2, 3, 4, 6, 8]",30,12600,1800,14,7.8,0.8591,0.8591,0.857,0.857,0.8581,0.8591,0.9832,0.9266,0.8362,0.8357,0.3768
31380194,7,0,"[0, 1, 2, 3, 4, 6, 8]",40,16800,2400,17,12.21,0.8763,0.8763,0.8745,0.8745,0.8753,0.8763,0.9862,0.9381,0.8561,0.8557,0.3503
31380194,7,0,"[0, 1, 2, 3, 4, 6, 8]",50,21000,3000,18,16.47,0.888,0.888,0.8878,0.8878,0.8879,0.888,0.9879,0.9451,0.8694,0.8693,0.3256
31380194,7,0,"[0, 1, 2, 3, 4, 6, 8]",60,25200,3600,16,17.15,0.8821,0.8821,0.88,0.88,0.8825,0.8821,0.9881,0.9463,0.8633,0.8625,0.3203
31380194,7,0,"[0, 1, 2, 3, 4, 6, 8]",70,29399,4199,16,20.46,0.8906,0.8906,0.8876,0.8876,0.8915,0.8906,0.9895,0.9517,0.8734,0.8723,0.3082
31380194,7,0,"[0, 1, 2, 3, 4, 6, 8]",80,33600,4800,15,21.35,0.8891,0.8891,0.8879,0.8879,0.8881,0.8891,0.9892,0.9501,0.8709,0.8707,0.3016
31380194,7,0,"[0, 1, 2, 3, 4, 6, 8]",90,37800,5400,17,27.9,0.897,0.897,0.8971,0.8971,0.8977,0.897,0.9901,0.9544,0.8799,0.8798,0.2927
31380194,7,0,"[0, 1, 2, 3, 4, 6, 8]",100,42000,6000,15,26.56,0.8913,0.8913,0.8905,0.8905,0.8904,0.8913,0.9898,0.9534,0.8733,0.8732,0.2876
31380194,7,1,"[0, 1, 2, 3, 5, 7, 8]",10,4200,600,21,3.75,0.9556,0.9556,0.9557,0.9557,0.9564,0.9556,0.9975,0.9885,0.9482,0.9482,0.1625
31380194,7,1,"[0, 1, 2, 3, 5, 7, 8]",20,8400,1200,15,5.28,0.96,0.96,0.96,0.96,0.9602,0.96,0.9981,0.9908,0.9534,0.9533,0.1249
31380194,7,1,"[0, 1, 2, 3, 5, 7, 8]",30,12600,1800,13,6.74,0.9621,0.9621,0.9622,0.9622,0.9626,0.9621,0.9983,0.9917,0.9559,0.9558,0.1205
31380194,7,1,"[0, 1, 2, 3, 5, 7, 8]",40,16800,2400,16,10.92,0.9666,0.9666,0.9666,0.9666,0.9668,0.9666,0.9987,0.9934,0.961,0.961,0.1004
31380194,7,1,"[0, 1, 2, 3, 5, 7, 8]",50,21000,3000,18,15.68,0.9719,0.9719,0.9719,0.9719,0.972,0.9719,0.9988,0.9937,0.9672,0.9672,0.0986
31380194,7,1,"[0, 1, 2, 3, 5, 7, 8]",60,25200,3600,15,15.66,0.9724,0.9724,0.9725,0.9725,0.9726,0.9724,0.9987,0.9933,0.9678,0.9678,0.096
31380194,7,1,"[0, 1, 2, 3, 5, 7, 8]",70,29399,4199,15,27.32,0.9703,0.9703,0.9703,0.9703,0.9706,0.9703,0.9988,0.9936,0.9654,0.9653,0.0937
31380194,7,1,"[0, 1, 2, 3, 5, 7, 8]",80,33600,4800,21,30.56,0.9734,0.9734,0.9734,0.9734,0.9736,0.9734,0.9988,0.9939,0.969,0.969,0.1052
31380194,7,1,"[0, 1, 2, 3, 5, 7, 8]",90,37800,5400,16,27.49,0.9726,0.9726,0.9726,0.9726,0.9726,0.9726,0.9989,0.9944,0.968,0.968,0.0863
31380194,7,1,"[0, 1, 2, 3, 5, 7, 8]",100,42000,6000,15,28.36,0.9757,0.9757,0.9757,0.9757,0.9758,0.9757,0.9989,0.9945,0.9717,0.9717,0.0832
31380194,7,2,"[0, 1, 3, 4, 6, 8, 9]",10,4200,600,24,4.74,0.8834,0.8834,0.8789,0.8789,0.8862,0.8834,0.9871,0.939,0.8659,0.864,0.4035
31380194,7,2,"[0, 1, 3, 4, 6, 8, 9]",20,8400,1200,14,7.37,0.881,0.881,0.884,0.884,0.8913,0.881,0.9884,0.9433,0.8621,0.8612,0.3124
31380194,7,2,"[0, 1, 3, 4, 6, 8, 9]",30,12600,1800,15,9.69,0.9033,0.9033,0.902,0.902,0.9038,0.9033,0.9906,0.9548,0.8877,0.8872,0.2604
31380194,7,2,"[0, 1, 3, 4, 6, 8, 9]",40,16800,2400,15,11.96,0.9094,0.9094,0.9085,0.9085,0.9093,0.9094,0.9915,0.9585,0.8946,0.8943,0.2504
31380194,7,2,"[0, 1, 3, 4, 6, 8, 9]",50,21000,3000,17,17.77,0.9157,0.9157,0.9155,0.9155,0.9159,0.9157,0.9927,0.9639,0.9018,0.9017,0.2274
31380194,7,2,"[0, 1, 3, 4, 6, 8, 9]",60,25200,3600,16,19.0,0.9141,0.9141,0.9118,0.9118,0.9134,0.9141,0.9931,0.9662,0.9005,0.8998,0.2346
31380194,7,2,"[0, 1, 3, 4, 6, 8, 9]",70,29399,4199,18,24.35,0.9217,0.9217,0.9212,0.9212,0.9211,0.9217,0.9936,0.9684,0.9088,0.9087,0.2141
31380194,7,2,"[0, 1, 3, 4, 6, 8, 9]",80,33600,4800,19,29.39,0.9233,0.9233,0.9234,0.9234,0.9237,0.9233,0.9934,0.968,0.9105,0.9105,0.2199
31380194,7,2,"[0, 1, 3, 4, 6, 8, 9]",90,37800,5400,15,25.32,0.9239,0.9239,0.924,0.924,0.9243,0.9239,0.994,0.97,0.9112,0.9112,0.2008
31380194,7,2,"[0, 1, 3, 4, 6, 8, 9]",100,42000,6000,17,30.97,0.927,0.927,0.9267,0.9267,0.9267,0.927,0.9943,0.9716,0.9149,0.9148,0.1972
31380194,7,3,"[1, 2, 3, 5, 6, 8, 9]",10,4200,600,25,5.33,0.9383,0.9383,0.9381,0.9381,0.9382,0.9383,0.9949,0.9745,0.9281,0.928,0.231
31380194,7,3,"[1, 2, 3, 5, 6, 8, 9]",20,8400,1200,17,6.3,0.937,0.937,0.9376,0.9376,0.9396,0.937,0.9955,0.9774,0.9267,0.9265,0.1941
31380194,7,3,"[1, 2, 3, 5, 6, 8, 9]",30,12600,1800,16,9.31,0.9484,0.9484,0.9479,0.9479,0.9485,0.9484,0.9966,0.9828,0.94,0.9398,0.1545
31380194,7,3,"[1, 2, 3, 5, 6, 8, 9]",40,16800,2400,16,11.96,0.9493,0.9493,0.9489,0.9489,0.95,0.9493,0.9967,0.9829,0.9411,0.9408,0.1597
31380194,7,3,"[1, 2, 3, 5, 6, 8, 9]",50,21000,3000,16,14.72,0.9489,0.9489,0.949,0.949,0.95,0.9489,0.997,0.985,0.9405,0.9403,0.1494
31380194,7,3,"[1, 2, 3, 5, 6, 8, 9]",60,25200,3600,17,18.76,0.9531,0.9531,0.9532,0.9532,0.9535,0.9531,0.9973,0.9859,0.9454,0.9453,0.1446
31380194,7,3,"[1, 2, 3, 5, 6, 8, 9]",70,29399,4199,15,18.91,0.9553,0.9553,0.9553,0.9553,0.956,0.9553,0.9975,0.9871,0.9479,0.9478,0.1345
