seed,noise_rate,noisy_pct,clean_samples,noisy_samples,num_corrupted,total_samples,epochs_trained,training_time,accuracy,balanced_accuracy,f1_macro,f1_weighted,precision_macro,recall_macro,auroc_macro,auprc_macro,mcc,cohens_kappa,log_loss
20194682,0.35,10,30000,6000,2105,36000,16,24.09,0.9006,0.9006,0.8999,0.8999,0.9023,0.9006,0.9929,0.955,0.8899,0.8896,0.3245
20194682,0.35,15,30000,9000,3160,39000,14,24.23,0.8963,0.8963,0.8959,0.8959,0.8977,0.8963,0.9928,0.9525,0.8851,0.8848,0.3337
20194682,0.35,20,30000,12000,4209,42000,15,27.64,0.9027,0.9027,0.903,0.903,0.9038,0.9027,0.9923,0.9518,0.8919,0.8919,0.3418
20194682,0.35,25,30000,15000,5256,45000,13,25.39,0.8949,0.8949,0.8945,0.8945,0.8951,0.8949,0.9919,0.9489,0.8833,0.8832,0.3857
20194682,0.35,30,30000,18000,6310,48000,15,31.07,0.9018,0.9018,0.9024,0.9024,0.9037,0.9018,0.9927,0.9534,0.891,0.8909,0.3809
20194682,0.35,35,30000,21000,7360,51000,16,34.99,0.9034,0.9034,0.903,0.903,0.9035,0.9034,0.9928,0.9537,0.8928,0.8927,0.4569
20194682,0.35,40,30000,24000,8433,54000,14,32.08,0.9011,0.9011,0.9001,0.9001,0.9006,0.9011,0.9922,0.9533,0.8903,0.8901,0.4341
20194682,0.35,45,30000,27000,9489,57000,14,33.68,0.8979,0.8979,0.8985,0.8985,0.9002,0.8979,0.9922,0.9509,0.8867,0.8866,0.4428
20194682,0.35,50,30000,30000,10519,60000,17,42.32,0.9087,0.9087,0.9073,0.9073,0.909,0.9087,0.993,0.9569,0.8989,0.8986,0.3917
20194682,0.4,0,30000,0,0,30000,15,18.6,0.9065,0.9065,0.9059,0.9059,0.9062,0.9065,0.9936,0.9574,0.8962,0.8961,0.2589
20194682,0.4,5,30000,3000,1206,33000,16,21.83,0.9028,0.9028,0.9035,0.9035,0.9055,0.9028,0.9931,0.9568,0.8921,0.892,0.2853
20194682,0.4,10,30000,6000,2396,36000,14,20.8,0.8947,0.8947,0.8951,0.8951,0.8968,0.8947,0.9924,0.9512,0.8831,0.883,0.3372
20194682,0.4,15,30000,9000,3587,39000,16,25.91,0.9012,0.9012,0.9015,0.9015,0.9028,0.9012,0.9923,0.9538,0.8903,0.8902,0.3589
20194682,0.4,20,30000,12000,4773,42000,18,31.11,0.9083,0.9083,0.9082,0.9082,0.9085,0.9083,0.9922,0.9554,0.8982,0.8981,0.3755
20194682,0.4,25,30000,15000,5984,45000,15,27.5,0.8994,0.8994,0.8993,0.8993,0.9006,0.8994,0.9924,0.9532,0.8884,0.8882,0.4245
20194682,0.4,30,30000,18000,7192,48000,15,29.39,0.8964,0.8964,0.8942,0.8942,0.896,0.8964,0.9925,0.9523,0.8853,0.8849,0.4247
20194682,0.4,35,30000,21000,8392,51000,17,35.23,0.903,0.903,0.9025,0.9025,0.9028,0.903,0.9922,0.9512,0.8923,0.8922,0.44
20194682,0.4,40,30000,24000,9609,54000,16,35.43,0.8988,0.8988,0.8968,0.8968,0.8998,0.8988,0.9919,0.9514,0.8881,0.8876,0.4661
20194682,0.4,45,30000,27000,10806,57000,16,38.06,0.9042,0.9042,0.9038,0.9038,0.904,0.9042,0.9924,0.9528,0.8936,0.8936,0.4159
20194682,0.4,50,30000,30000,11994,60000,17,42.62,0.8994,0.8994,0.8972,0.8972,0.9003,0.8994,0.9921,0.9505,0.8888,0.8882,0.4397
31380194,0.05,0,30000,0,0,30000,17,21.73,0.9042,0.9042,0.9049,0.9049,0.9073,0.9042,0.9939,0.959,0.8938,0.8936,0.2707
31380194,0.05,5,30000,3000,146,33000,16,22.47,0.9031,0.9031,0.902,0.902,0.9036,0.9031,0.9937,0.9583,0.8927,0.8923,0.2632
31380194,0.05,10,30000,6000,284,36000,14,21.01,0.9027,0.9027,0.9034,0.9034,0.9054,0.9027,0.9935,0.958,0.8921,0.8919,0.265
31380194,0.05,15,30000,9000,408,39000,14,24.03,0.905,0.905,0.9041,0.9041,0.9044,0.905,0.9934,0.9566,0.8946,0.8944,0.2755
31380194,0.05,20,30000,12000,561,42000,15,27.9,0.9069,0.9069,0.9067,0.9067,0.9081,0.9069,0.9939,0.9592,0.8967,0.8966,0.2634
31380194,0.05,25,30000,15000,724,45000,17,33.91,0.9091,0.9091,0.9093,0.9093,0.911,0.9091,0.9939,0.9617,0.8992,0.899,0.2611
31380194,0.05,30,30000,18000,894,48000,14,30.8,0.9112,0.9112,0.9107,0.9107,0.9117,0.9112,0.9937,0.9605,0.9015,0.9013,0.2629
31380194,0.05,35,30000,21000,1029,51000,16,36.75,0.9109,0.9109,0.9116,0.9116,0.9131,0.9109,0.994,0.9602,0.9011,0.901,0.2646
31380194,0.05,40,30000,24000,1167,54000,16,38.36,0.9113,0.9113,0.9112,0.9112,0.9118,0.9113,0.9938,0.9618,0.9015,0.9014,0.2634
31380194,0.05,45,30000,27000,1284,57000,16,40.12,0.9078,0.9078,0.9067,0.9067,0.9088,0.9078,0.9942,0.962,0.8979,0.8976,0.2627
31380194,0.05,50,30000,30000,1447,60000,15,39.94,0.9118,0.9118,0.9114,0.9114,0.9118,0.9118,0.9942,0.962,0.9021,0.902,0.2774
31380194,0.1,0,30000,0,0,30000,17,22.76,0.9042,0.9042,0.9049,0.9049,0.9073,0.9042,0.9939,0.959,0.8938,0.8936,0.2707
31380194,0.1,5,30000,3000,298,33000,18,27.08,0.9051,0.9051,0.9034,0.9034,0.9047,0.9051,0.9938,0.9588,0.8949,0.8946,0.2688
31380194,0.1,10,30000,6000,594,36000,20,32.14,0.9132,0.9132,0.9121,0.9121,0.913,0.9132,0.9932,0.9591,0.9038,0.9036,0.2695
31380194,0.1,15,30000,9000,880,39000,18,30.78,0.9127,0.9127,0.912,0.912,0.9123,0.9127,0.9939,0.9604,0.9031,0.903,0.2541
31380194,0.1,20,30000,12000,1176,42000,17,31.59,0.9133,0.9133,0.9138,0.9138,0.9148,0.9133,0.9939,0.9603,0.9037,0.9037,0.2632
31380194,0.1,25,30000,15000,1484,45000,17,33.17,0.9117,0.9117,0.9098,0.9098,0.9107,0.9117,0.9936,0.9592,0.9022,0.9019,0.2856
31380194,0.1,30,30000,18000,1815,48000,18,36.39,0.9087,0.9087,0.9083,0.9083,0.9095,0.9087,0.9936,0.9596,0.8987,0.8986,0.297
31380194,0.1,35,30000,21000,2103,51000,13,28.29,0.9044,0.9044,0.9035,0.9035,0.904,0.9044,0.9932,0.9548,0.8939,0.8938,0.2881
31380194,0.1,40,30000,24000,2403,54000,15,35.07,0.911,0.911,0.9095,0.9095,0.9107,0.911,0.9941,0.9609,0.9014,0.9011,0.2687
31380194,0.1,45,30000,27000,2664,57000,16,38.5,0.9061,0.9061,0.9052,0.9052,0.9067,0.9061,0.9935,0.9591,0.896,0.8957,0.2906
31380194,0.1,50,30000,30000,2979,60000,13,33.48,0.9055,0.9055,0.9055,0.9055,0.9057,0.9055,0.9937,0.9577,0.895,0.895,0.3069
31380194,0.15,0,30000,0,0,30000,17,21.89,0.9042,0.9042,0.9049,0.9049,0.9073,0.9042,0.9939,0.959,0.8938,0.8936,0.2707
31380194,0.15,5,30000,3000,454,33000,16,21.92,0.9043,0.9043,0.9021,0.9021,0.9046,0.9043,0.9932,0.9563,0.8942,0.8937,0.2754
31380194,0.15,10,30000,6000,908,36000,19,28.75,0.9087,0.9087,0.9078,0.9078,0.9089,0.9087,0.9934,0.9583,0.8988,0.8986,0.2763
31380194,0.15,15,30000,9000,1343,39000,16,25.85,0.9067,0.9067,0.9065,0.9065,0.9086,0.9067,0.9932,0.9585,0.8966,0.8963,0.2833
31380194,0.15,20,30000,12000,1757,42000,15,26.43,0.9074,0.9074,0.9072,0.9072,0.908,0.9074,0.9932,0.9576,0.8972,0.8971,0.2855
31380194,0.15,25,30000,15000,2214,45000,16,29.84,0.9067,0.9067,0.9064,0.9064,0.9064,0.9067,0.9934,0.9578,0.8964,0.8963,0.2966
31380194,0.15,30,30000,18000,2704,48000,16,32.62,0.9115,0.9115,0.9107,0.9107,0.9107,0.9115,0.994,0.9609,0.9018,0.9017,0.2841
31380194,0.15,35,30000,21000,3157,51000,19,40.47,0.9113,0.9113,0.9109,0.9109,0.9113,0.9113,0.9928,0.9579,0.9015,0.9014,0.3102
31380194,0.15,40,30000,24000,3624,54000,17,38.24,0.9138,0.9138,0.9141,0.9141,0.9149,0.9138,0.9934,0.9606,0.9043,0.9042,0.2946
31380194,0.15,45,30000,27000,4052,57000,15,36.1,0.9079,0.9079,0.9069,0.9069,0.908,0.9079,0.9933,0.9585,0.8979,0.8977,0.3089
31380194,0.15,50,30000,30000,4508,60000,18,45.74,0.91,0.91,0.9093,0.9093,0.9106,0.91,0.9931,0.9589,0.9003,0.9,0.3052
31380194,0.2,0,30000,0,0,30000,17,22.1,0.9042,0.9042,0.9049,0.9049,0.9073,0.9042,0.9939,0.959,0.8938,0.8936,0.2707
31380194,0.2,5,30000,3000,609,33000,18,25.32,0.9108,0.9108,0.9104,0.9104,0.911,0.9108,0.9935,0.9584,0.901,0.9009,0.2714
31380194,0.2,10,30000,6000,1199,36000,15,23.91,0.897,0.897,0.897,0.897,0.8992,0.897,0.9927,0.9536,0.8858,0.8856,0.287
31380194,0.2,15,30000,9000,1794,39000,17,28.23,0.9078,0.9078,0.9072,0.9072,0.9076,0.9078,0.993,0.9563,0.8977,0.8976,0.2871
31380194,0.2,20,30000,12000,2346,42000,16,28.47,0.9038,0.9038,0.9029,0.9029,0.9051,0.9038,0.9932,0.9572,0.8935,0.8931,0.3126
31380194,0.2,25,30000,15000,2963,45000,17,31.94,0.9121,0.9121,0.9113,0.9113,0.9123,0.9121,0.9934,0.9597,0.9025,0.9023,0.3196
31380194,0.2,30,30000,18000,3601,48000,15,29.56,0.903,0.903,0.902,0.902,0.9041,0.903,0.9933,0.9565,0.8926,0.8922,0.3419
31380194,0.2,35,30000,21000,4205,51000,18,38.61,0.9111,0.9111,0.9102,0.9102,0.9119,0.9111,0.9933,0.958,0.9015,0.9012,0.3233
31380194,0.2,40,30000,24000,4825,54000,16,36.09,0.9084,0.9084,0.9067,0.9067,0.9098,0.9084,0.9924,0.9572,0.8987,0.8982,0.342
31380194,0.2,45,30000,27000,5396,57000,17,40.98,0.9105,0.9105,0.9099,0.9099,0.9109,0.9105,0.9935,0.9588,0.9007,0.9006,0.3351
31380194,0.2,50,30000,30000,5988,60000,17,43.02,0.9103,0.9103,0.9101,0.9101,0.9111,0.9103,0.9927,0.9572,0.9005,0.9003,0.3447
31380194,0.25,0,30000,0,0,30000,17,22.2,0.9042,0.9042,0.9049,0.9049,0.9073,0.9042,0.9939,0.959,0.8938,0.8936,0.2707
31380194,0.25,5,30000,3000,736,33000,16,22.7,0.912,0.912,0.9109,0.9109,0.9116,0.912,0.9939,0.9597,0.9024,0.9022,0.2562
31380194,0.25,10,30000,6000,1487,36000,15,22.91,0.9026,0.9026,0.9023,0.9023,0.9051,0.9026,0.9927,0.9541,0.8922,0.8918,0.3168
31380194,0.25,15,30000,9000,2254,39000,14,23.06,0.9012,0.9012,0.901,0.901,0.9013,0.9012,0.993,0.9544,0.8903,0.8902,0.3112
31380194,0.25,20,30000,12000,2947,42000,15,26.79,0.9012,0.9012,0.8996,0.8996,0.9008,0.9012,0.9934,0.9566,0.8906,0.8902,0.323
31380194,0.25,25,30000,15000,3698,45000,18,34.57,0.9078,0.9078,0.9073,0.9073,0.9077,0.9078,0.9924,0.9542,0.8977,0.8976,0.3455
31380194,0.25,30,30000,18000,4486,48000,16,32.63,0.9063,0.9063,0.9039,0.9039,0.9067,0.9063,0.9929,0.9552,0.8965,0.8959,0.3604
31380194,0.25,35,30000,21000,5239,51000,14,30.75,0.9003,0.9003,0.901,0.901,0.9026,0.9003,0.9925,0.953,0.8893,0.8892,0.404
31380194,0.25,40,30000,24000,5980,54000,15,34.17,0.9057,0.9057,0.9051,0.9051,0.9057,0.9057,0.9929,0.9557,0.8954,0.8952,0.3439
31380194,0.25,45,30000,27000,6678,57000,15,36.36,0.899,0.899,0.8963,0.8963,0.9011,0.899,0.9928,0.9546,0.8886,0.8878,0.4002
31380194,0.25,50,30000,30000,7410,60000,15,38.39,0.9027,0.9027,0.9014,0.9014,0.9025,0.9027,0.9931,0.9559,0.8922,0.8919,0.3829
31380194,0.3,0,30000,0,0,30000,17,21.88,0.9042,0.9042,0.9049,0.9049,0.9073,0.9042,0.9939,0.959,0.8938,0.8936,0.2707
31380194,0.3,5,30000,3000,896,33000,16,22.09,0.9046,0.9046,0.9044,0.9044,0.9064,0.9046,0.9932,0.9561,0.8942,0.894,0.2924
31380194,0.3,10,30000,6000,1800,36000,15,23.09,0.9041,0.9041,0.9043,0.9043,0.9051,0.9041,0.9934,0.9564,0.8935,0.8934,0.3087
31380194,0.3,15,30000,9000,2725,39000,15,24.42,0.9004,0.9004,0.8987,0.8987,0.8993,0.9004,0.9928,0.9534,0.8896,0.8893,0.3328
31380194,0.3,20,30000,12000,3596,42000,16,28.6,0.9004,0.9004,0.8999,0.8999,0.9018,0.9004,0.9928,0.9528,0.8896,0.8893,0.3529
31380194,0.3,25,30000,15000,4493,45000,14,26.56,0.9015,0.9015,0.9013,0.9013,0.9016,0.9015,0.9928,0.9533,0.8906,0.8906,0.3455
31380194,0.3,30,30000,18000,5428,48000,15,30.25,0.9016,0.9016,0.9002,0.9002,0.9008,0.9016,0.9926,0.954,0.8909,0.8907,0.348
31380194,0.3,35,30000,21000,6333,51000,16,34.12,0.9025,0.9025,0.901,0.901,0.9026,0.9025,0.9924,0.9527,0.892,0.8917,0.3942
31380194,0.3,40,30000,24000,7212,54000,15,33.4,0.9053,0.9053,0.9049,0.9049,0.9054,0.9053,0.9927,0.9535,0.8949,0.8948,0.4003
31380194,0.3,45,30000,27000,8041,57000,18,42.46,0.9037,0.9037,0.9022,0.9022,0.9027,0.9037,0.992,0.9526,0.8932,0.893,0.426
31380194,0.3,50,30000,30000,8927,60000,16,39.9,0.9077,0.9077,0.9073,0.9073,0.9078,0.9077,0.9928,0.9545,0.8975,0.8974,0.398
31380194,0.35,0,30000,0,0,30000,17,21.29,0.9042,0.9042,0.9049,0.9049,0.9073,0.9042,0.9939,0.959,0.8938,0.8936,0.2707
31380194,0.35,5,30000,3000,1054,33000,17,23.96,0.9057,0.9057,0.9034,0.9034,0.9054,0.9057,0.9933,0.9565,0.8957,0.8952,0.2932
31380194,0.35,10,30000,6000,2095,36000,16,23.8,0.9005,0.9005,0.8988,0.8988,0.9003,0.9005,0.9928,0.9546,0.8898,0.8894,0.3065
31380194,0.35,15,30000,9000,3163,39000,15,24.47,0.8989,0.8989,0.8977,0.8977,0.8992,0.8989,0.9925,0.953,0.888,0.8877,0.3606
31380194,0.35,20,30000,12000,4196,42000,17,30.34,0.9002,0.9002,0.8999,0.8999,0.9003,0.9002,0.9926,0.9545,0.8892,0.8891,0.3916
31380194,0.35,25,30000,15000,5260,45000,16,30.21,0.8948,0.8948,0.8955,0.8955,0.8986,0.8948,0.9921,0.9511,0.8834,0.8831,0.4077
31380194,0.35,30,30000,18000,6332,48000,15,29.75,0.8969,0.8969,0.8965,0.8965,0.8972,0.8969,0.9925,0.9521,0.8856,0.8854,0.3913
31380194,0.35,35,30000,21000,7389,51000,16,34.13,0.9022,0.9022,0.9011,0.9011,0.9026,0.9022,0.9921,0.9509,0.8917,0.8913,0.4102
31380194,0.35,40,30000,24000,8420,54000,17,37.75,0.9042,0.9042,0.9042,0.9042,0.9044,0.9042,0.992,0.952,0.8936,0.8936,0.4226
31380194,0.35,45,30000,27000,9408,57000,14,32.98,0.9007,0.9007,0.9001,0.9001,0.9009,0.9007,0.9926,0.9515,0.8898,0.8897,0.4267
31380194,0.35,50,30000,30000,10464,60000,15,36.86,0.9,0.9,0.899,0.899,0.9,0.9,0.9923,0.9514,0.8891,0.8889,0.4663
31380194,0.4,0,30000,0,0,30000,17,20.56,0.9042,0.9042,0.9049,0.9049,0.9073,0.9042,0.9939,0.959,0.8938,0.8936,0.2707
31380194,0.4,5,30000,3000,1198,33000,16,22.89,0.9008,0.9008,0.8994,0.8994,0.9008,0.9008,0.9929,0.9542,0.8901,0.8898,0.2989
31380194,0.4,10,30000,6000,2379,36000,18,28.49,0.9048,0.9048,0.9038,0.9038,0.9049,0.9048,0.9922,0.9536,0.8945,0.8942,0.3286
31380194,0.4,15,30000,9000,3588,39000,15,25.72,0.8986,0.8986,0.8991,0.8991,0.9008,0.8986,0.9922,0.9505,0.8875,0.8873,0.392
31380194,0.4,20,30000,12000,4750,42000,17,32.84,0.906,0.906,0.9061,0.9061,0.9066,0.906,0.9925,0.9531,0.8956,0.8956,0.3718
31380194,0.4,25,30000,15000,5970,45000,15,30.14,0.8996,0.8996,0.8991,0.8991,0.8995,0.8996,0.9922,0.9514,0.8886,0.8884,0.424
31380194,0.4,30,30000,18000,7194,48000,15,32.53,0.8954,0.8954,0.8956,0.8956,0.8979,0.8954,0.9921,0.9487,0.884,0.8838,0.4329
31380194,0.4,35,30000,21000,8413,51000,15,36.49,0.8965,0.8965,0.8952,0.8952,0.8961,0.8965,0.9919,0.9505,0.8853,0.885,0.4502
31380194,0.4,40,30000,24000,9600,54000,15,37.97,0.9038,0.9038,0.9024,0.9024,0.9033,0.9038,0.992,0.9499,0.8934,0.8931,0.4696
31380194,0.4,45,30000,27000,10746,57000,15,39.15,0.8997,0.8997,0.8999,0.8999,0.9009,0.8997,0.9922,0.9505,0.8886,0.8886,0.4662
31380194,0.4,50,30000,30000,11935,60000,14,37.74,0.9001,0.9001,0.9,0.9,0.9005,0.9001,0.9926,0.9525,0.8891,0.889,0.4735
73962792,0.05,0,30000,0,0,30000,17,22.54,0.9124,0.9124,0.9115,0.9115,0.9118,0.9124,0.9943,0.9618,0.9028,0.9027,0.255
73962792,0.05,5,30000,3000,150,33000,15,22.07,0.9071,0.9071,0.9063,0.9063,0.9069,0.9071,0.9936,0.9573,0.897,0.8968,0.2617
73962792,0.05,10,30000,6000,304,36000,18,28.22,0.9112,0.9112,0.911,0.911,0.9114,0.9112,0.9941,0.9607,0.9014,0.9013,0.2547
73962792,0.05,15,30000,9000,445,39000,17,28.88,0.9073,0.9073,0.9065,0.9065,0.9082,0.9073,0.9937,0.959,0.8973,0.897,0.2646
73962792,0.05,20,30000,12000,591,42000,15,27.36,0.9092,0.9092,0.9094,0.9094,0.9113,0.9092,0.994,0.9613,0.8993,0.8991,0.2646
73962792,0.05,25,30000,15000,747,45000,14,26.79,0.9092,0.9092,0.9076,0.9076,0.91,0.9092,0.9939,0.9596,0.8996,0.8991,0.2702
73962792,0.05,30,30000,18000,883,48000,15,30.52,0.9107,0.9107,0.9106,0.9106,0.9113,0.9107,0.9943,0.962,0.9009,0.9008,0.2522
73962792,0.05,35,30000,21000,1036,51000,16,35.07,0.9153,0.9153,0.914,0.914,0.916,0.9153,0.9945,0.9647,0.9063,0.9059,0.2569
73962792,0.05,40,30000,24000,1158,54000,17,39.26,0.915,0.915,0.9139,0.9139,0.9155,0.915,0.9951,0.9659,0.9059,0.9056,0.2392
73962792,0.05,45,30000,27000,1295,57000,15,36.61,0.9104,0.9104,0.9089,0.9089,0.9132,0.9104,0.9942,0.962,0.9011,0.9004,0.2689
73962792,0.05,50,30000,30000,1463,60000,16,41.48,0.9162,0.9162,0.9156,0.9156,0.9162,0.9162,0.9946,0.9649,0.907,0.9069,0.2446
73962792,0.1,0,30000,0,0,30000,17,22.09,0.9124,0.9124,0.9115,0.9115,0.9118,0.9124,0.9943,0.9618,0.9028,0.9027,0.255
73962792,0.1,5,30000,3000,302,33000,14,19.84,0.8982,0.8982,0.8983,0.8983,0.9007,0.8982,0.9931,0.9539,0.8872,0.8869,0.2768
73962792,0.1,10,30000,6000,610,36000,16,24.31,0.9088,0.9088,0.9083,0.9083,0.909,0.9088,0.9937,0.9586,0.8988,0.8987,0.2641
73962792,0.1,15,30000,9000,901,39000,14,23.17,0.906,0.906,0.906,0.906,0.9073,0.906,0.9938,0.9587,0.8957,0.8956,0.2708
73962792,0.1,20,30000,12000,1206,42000,18,31.6,0.9115,0.9115,0.9117,0.9117,0.9122,0.9115,0.9937,0.9599,0.9017,0.9017,0.2724
73962792,0.1,25,30000,15000,1502,45000,15,27.89,0.9067,0.9067,0.9053,0.9053,0.9081,0.9067,0.9938,0.9599,0.8968,0.8963,0.286
73962792,0.1,30,30000,18000,1770,48000,15,30.3,0.9103,0.9103,0.9103,0.9103,0.9104,0.9103,0.9942,0.9609,0.9003,0.9003,0.2758
73962792,0.1,35,30000,21000,2072,51000,15,32.01,0.9114,0.9114,0.9111,0.9111,0.9116,0.9114,0.9939,0.9608,0.9017,0.9016,0.2718
73962792,0.1,40,30000,24000,2336,54000,17,37.79,0.9114,0.9114,0.9113,0.9113,0.912,0.9114,0.993,0.959,0.9017,0.9016,0.2869
73962792,0.1,45,30000,27000,2609,57000,14,32.72,0.9082,0.9082,0.9076,0.9076,0.9079,0.9082,0.994,0.9598,0.8981,0.898,0.2843
73962792,0.1,50,30000,30000,2939,60000,14,34.78,0.9101,0.9101,0.9093,0.9093,0.9102,0.9101,0.9939,0.9608,0.9003,0.9001,0.2824
73962792,0.15,0,30000,0,0,30000,17,21.2,0.9124,0.9124,0.9115,0.9115,0.9118,0.9124,0.9943,0.9618,0.9028,0.9027,0.255
73962792,0.15,5,30000,3000,456,33000,18,25.23,0.9072,0.9072,0.9062,0.9062,0.9071,0.9072,0.9938,0.9593,0.8971,0.8969,0.2654
73962792,0.15,10,30000,6000,917,36000,14,21.23,0.9069,0.9069,0.9065,0.9065,0.9074,0.9069,0.9937,0.9586,0.8967,0.8966,0.274
73962792,0.15,15,30000,9000,1377,39000,18,29.7,0.9119,0.9119,0.912,0.912,0.9123,0.9119,0.9934,0.9591,0.9021,0.9021,0.2827
73962792,0.15,20,30000,12000,1834,42000,16,28.34,0.9028,0.9028,0.903,0.903,0.9047,0.9028,0.9935,0.9574,0.8922,0.892,0.3107
73962792,0.15,25,30000,15000,2274,45000,16,30.27,0.9074,0.9074,0.9085,0.9085,0.9109,0.9074,0.9936,0.9597,0.8973,0.8971,0.2824
73962792,0.15,30,30000,18000,2700,48000,15,30.37,0.904,0.904,0.9036,0.9036,0.9053,0.904,0.9937,0.9589,0.8936,0.8933,0.289
73962792,0.15,35,30000,21000,3160,51000,18,38.18,0.913,0.913,0.9132,0.9132,0.9137,0.913,0.9932,0.9593,0.9034,0.9033,0.2976
73962792,0.15,40,30000,24000,3569,54000,14,31.37,0.9078,0.9078,0.9071,0.9071,0.9077,0.9078,0.9937,0.9584,0.8977,0.8976,0.2994
73962792,0.15,45,30000,27000,3999,57000,17,40.08,0.9148,0.9148,0.9147,0.9147,0.9153,0.9148,0.9939,0.9613,0.9054,0.9053,0.3198
73962792,0.15,50,30000,30000,4478,60000,16,39.53,0.9086,0.9086,0.9087,0.9087,0.909,0.9086,0.9934,0.9587,0.8985,0.8984,0.309
73962792,0.2,0,30000,0,0,30000,17,20.77,0.9124,0.9124,0.9115,0.9115,0.9118,0.9124,0.9943,0.9618,0.9028,0.9027,0.255
73962792,0.2,5,30000,3000,583,33000,17,23.35,0.9069,0.9069,0.9074,0.9074,0.9088,0.9069,0.9938,0.9597,0.8967,0.8966,0.2644
73962792,0.2,10,30000,6000,1185,36000,18,27.18,0.906,0.906,0.9067,0.9067,0.9085,0.906,0.9933,0.9588,0.8957,0.8956,0.2771
73962792,0.2,15,30000,9000,1788,39000,15,24.24,0.9062,0.9062,0.9058,0.9058,0.9056,0.9062,0.9934,0.9573,0.8958,0.8958,0.2837
73962792,0.2,20,30000,12000,2398,42000,15,26.42,0.9072,0.9072,0.9065,0.9065,0.9067,0.9072,0.9933,0.9568,0.897,0.8969,0.3228
73962792,0.2,25,30000,15000,3018,45000,14,26.31,0.9027,0.9027,0.9011,0.9011,0.9036,0.9027,0.9927,0.9528,0.8924,0.8919,0.3331
73962792,0.2,30,30000,18000,3568,48000,15,29.84,0.9048,0.9048,0.9039,0.9039,0.9057,0.9048,0.993,0.9571,0.8946,0.8942,0.3144
73962792,0.2,35,30000,21000,4175,51000,16,33.98,0.9081,0.9081,0.9069,0.9069,0.908,0.9081,0.9934,0.9578,0.8982,0.8979,0.3186
73962792,0.2,40,30000,24000,4746,54000,15,33.99,0.9109,0.9109,0.9111,0.9111,0.9117,0.9109,0.9931,0.9579,0.901,0.901,0.3528
73962792,0.2,45,30000,27000,5336,57000,15,35.8,0.9059,0.9059,0.9062,0.9062,0.907,0.9059,0.9933,0.9574,0.8955,0.8954,0.3612
73962792,0.2,50,30000,30000,5962,60000,15,37.18,0.9117,0.9117,0.9111,0.9111,0.9115,0.9117,0.9936,0.9602,0.902,0.9019,0.3249
73962792,0.25,0,30000,0,0,30000,17,21.4,0.9124,0.9124,0.9115,0.9115,0.9118,0.9124,0.9943,0.9618,0.9028,0.9027,0.255
73962792,0.25,5,30000,3000,717,33000,17,23.64,0.9039,0.9039,0.9021,0.9021,0.9043,0.9039,0.9936,0.957,0.8937,0.8932,0.2785
73962792,0.25,10,30000,6000,1472,36000,15,22.74,0.9017,0.9017,0.9011,0.9011,0.9018,0.9017,0.993,0.9546,0.8909,0.8908,0.2975
73962792,0.25,15,30000,9000,2210,39000,16,26.14,0.9074,0.9074,0.9055,0.9055,0.9078,0.9074,0.9935,0.9589,0.8976,0.8971,0.3181
73962792,0.25,20,30000,12000,2980,42000,15,26.93,0.9035,0.9035,0.9032,0.9032,0.9045,0.9035,0.993,0.9554,0.893,0.8928,0.3623
73962792,0.25,25,30000,15000,3760,45000,16,30.35,0.9071,0.9071,0.9061,0.9061,0.9062,0.9071,0.9934,0.9571,0.8969,0.8968,0.3503
73962792,0.25,30,30000,18000,4476,48000,17,34.47,0.9054,0.9054,0.9056,0.9056,0.9085,0.9054,0.9931,0.9571,0.8952,0.8949,0.3716
73962792,0.25,35,30000,21000,5234,51000,16,34.27,0.9077,0.9077,0.9078,0.9078,0.909,0.9077,0.993,0.957,0.8976,0.8974,0.3573
73962792,0.25,40,30000,24000,5958,54000,14,31.7,0.9019,0.9019,0.9018,0.9018,0.9027,0.9019,0.9929,0.9556,0.8911,0.891,0.3558
73962792,0.25,45,30000,27000,6691,57000,17,40.9,0.9105,0.9105,0.9109,0.9109,0.9115,0.9105,0.993,0.9581,0.9006,0.9006,0.343
73962792,0.25,50,30000,30000,7477,60000,17,43.34,0.9117,0.9117,0.9112,0.9112,0.9116,0.9117,0.9928,0.9579,0.902,0.9019,0.3745
73962792,0.3,0,30000,0,0,30000,17,21.78,0.9124,0.9124,0.9115,0.9115,0.9118,0.9124,0.9943,0.9618,0.9028,0.9027,0.255
73962792,0.3,5,30000,3000,875,33000,15,20.51,0.9036,0.9036,0.9035,0.9035,0.9041,0.9036,0.993,0.9549,0.893,0.8929,0.2857
73962792,0.3,10,30000,6000,1768,36000,16,24.39,0.8998,0.8998,0.9015,0.9015,0.9085,0.8998,0.9929,0.9564,0.8894,0.8887,0.3218
73962792,0.3,15,30000,9000,2671,39000,18,28.97,0.9086,0.9086,0.908,0.908,0.908,0.9086,0.9931,0.9568,0.8985,0.8984,0.2978
73962792,0.3,20,30000,12000,3584,42000,15,26.12,0.9051,0.9051,0.9047,0.9047,0.9047,0.9051,0.9931,0.9559,0.8946,0.8946,0.3362
73962792,0.3,25,30000,15000,4502,45000,16,30.44,0.9036,0.9036,0.9046,0.9046,0.9067,0.9036,0.993,0.956,0.893,0.8929,0.3373
73962792,0.3,30,30000,18000,5370,48000,15,30.48,0.9064,0.9064,0.9069,0.9069,0.9084,0.9064,0.9931,0.9556,0.8961,0.896,0.3849
